label,text
1,Now that's enough fear for either one of us to kill the other.
1,I want to show you something.
1,Miss Grey has fifty thousand pounds.
1,Like I care about your shit.
0,"I can't get with any religion that advertises in Popular Mechanics. Look- man, walks out of the men's room, huge bodyguards flanking him while there's God coming outta the men's room."
1,But your sacrifice must be pure.
0,Not us. The first step is Love. The second is Mercy.
1,I think life hurts a lot more than death.
1,"You know, I've been having these really weird.."
0,We've just lost cabin pressure.
1,If he could've that's what he would have said.
1,Surely they could have fortified the compound against those creatures...
1,Who's the fresh meat again?
1,I don't know who you are.
0,How much can a man give to his country?
0,"It's not always the most popular guy who gets the job done. You got losses of 20 to 30 million dollars, dividends cut to zero, you're getting squeezed to death by the majors. Present management may not be the worst scum of the earth, but they're the ones who've put you on a kamikaze course, and pretty soon everybody's going to be scrambling for the parachutes. Only there aren't enough to go around. Management has them. You don't. If they throw Bluestar into Chapter 11--which I think they will--then they can use bankruptcy laws to break your unions and your contracts and throw you guys off the property."
1,I'm not jello!
1,Servants of Sauron.
0,That's just not going to happen.
0,I'm a civilian! You don't have any authority--
0,It went straight for the warhead. And they think it's cute.
1,"They use it on heroin addicts, make 'em go cold-turkey in one night."
0,Don't make an issue of my womanhood. We are here for work... all of us. Let's not waste time. Shall we go?
0,"Just for the future, when a woman's crying like that, she's not having any fun!"
0,"Hey ""dick wad""... I'm speaking."
0,Something on your mind?
1,Both of whom were in the exotic-substances business...
0,"""Disdaining fortune with his brandished steel, which smoked with bloody execution."""
0,That's all I have to say about that.
0,"I'm not finished. Before we let you leave, your commander must cross that bridge, stand before this army, put his head between his legs, and kiss his own ass."
1,This is simply a reflection of my appreciation.
1,So am I. I've been waiting for this moment for so long.
0,Where's Leo Devoe? Where's Chili Palmer? Where's my fuckin' money?
1,If you're around you should drop by and check out the new apartment.
1,"That's OK, I'm not looking for a proctologist or a urologist I'm looking for Sargeant Barlow."
0,What's all this happy horseshit?
0,Don't tell me. You've come to read my trousers.
0,"Ah guess ole Moses knows jes about ever'thing, leastways if it concerns Hudsuckuh."
1,Seriously -- all I do is work -- and you run off to New York every chance you get.
0,Did you ever feel as if your mind had started to erode?
0,Clear that bridge for me.
1,Have you seen a little dog?
1,I hope you find it to your liking... it's quite comfortable.
0,Looks like old Jonesy finally got his walking papers.
0,So it was when I had given up the search for vampires that a vampire found me...
1,"But -- -- she'll take care of you, Myers."
0,Free cable is the ultimate aphrodisiac.
1,Do either of you have any idea when they stopped using that site as a rifle range?
1,You always make that strange little funny laugh when you talk?
1,Apparently there must be a lot about show business I don't understand.
0,We'll start the ass kissing with you.
0,"We've met before, haven't we?"
1,"Well, Rick, you're not only a sentimentalist, but you've become a patriot."
1,She thought she was gonna be a big movie star.
0,I feel like an idiot  fainting in a stranger's office.
1,aced those guys that tried to kill us!
0,Neither country provebs nor king's command can keep me out of the woods today.
0,Would you like to come along?
0,"I know you think my dad's harmless, but you're wrong. He's doing massive psychological damage to me."
0,"Yeah, you're acting like we all just got the Diff'rent Strokes curse or something."
0,"Shall I be forced to feed you, David?"
0,Every idiot gets to be young once.
0,"Funny, I always thought things like these would kill me."
1,We must have a blow-out.
1,Sounds to me like you're daunted.
1,"Mr. Gordon, did you take over this place after Mrs. Lippman died?"
1,"Did that chickenshit asshole Raphael send you here, boy?"
1,"I have always pictured them, in some ways, as our protectors."
1,"Come out, come out, whoever you are."
0,Forget the curveball. Go with the heater.
1,Hey... She sounds like she's doing all right.
0,"Goodnight, sweet prince, may flights of devils wing you to your rest."
0,Get out of my facial.
1,How did you-
0,You can't trust Melanie. But you can always trust Melanie to be Melanie.
0,You could have picked a better spot.
1,"I know, nobody's luck lasts forever."
0,"Help me, Obi-Wan Kenobi. You're my only hope."
0,"Shit, I'd rather be in Afghanistan."
0,My own name is a killing word. Will it be a healing word as well?
0,Whoever wrote this episode should DIE.
0,Don't you ever want to see what's on the other side of the hill?
1,That was before I read your book.
1,"Maybe later, but first I want like to know why you'd steal from your own company..."
0,Kill you to buy American.
1,"Why, their intense hatred of you, of course."
1,"Why, so I could see what freaks you and Dad really are?"
1,"Or mmm--  Gorgeous, I was insane to let you go!"
1,"He kin eat busted bottles and rusty nails, any damn thing."
0,I'm voting for Dukakis.
0,Wait -- was that?-- Did your hairline just recede?
0,Think before you drink and before you drive me mad Bandy.
1,How could I have been so stupid?
1,And will you blow off a fucking phone call from your sad excuse for a boyfriend to eat there tonight.
1,It's not you I don't trust.
0,"'Tis the season, convict."
0,"Your gun's digging into my hip. More kissing, the Ace stops."
0,"You didn't know your mother at all if you think someone like me would've ever stood a chance with someone like her. That just goes to show you how stupid this town is -- that they'd believe she slept with me. That'd make Charlie laugh. Your old man was my best friend. He used to call me 'Egg-head' -- hell, everybody did. And back then everybody knew that Egg-head Abbott didn't stand a snowball's chance in hell with Helen Riley. Of course, that was all before I became Lloyd Abbott -- Mr. Abbott. That was back when I still had chicken shit on my shoes and twelve cents in my pocket. Charlie Holt was the only one good enough for Helen. I used to spy on 'em -- yup, I did. Used to watch them sit on the front porch of her house -- your house -- and watch 'em talk."
0,"Interesting poetess whose tragic suicide was misinterpreted as romantic, by the college-girl mentality."
1,There's one thing you have to be aware of from the very beginning.
1,See how the inevitable mutiny is coming along.
1,You will go with him to the Queen's castle and steal the Loc-Nar.
0,"My, my, my... you shine up like a new penny."
1,"Fuck me, I was wrong, get outta threre!"
0,Mikey. It's Mark Renton. Can you help me out?
0,"Beware the moon, David."
1,I kept one of their menus last time we were here.
1,Spat on the floor as I walked by.
0,"Christ, it's a miracle I was even born!"
1,That I won't be back for two weeks.
1,I'd like to call your attention to Patrick Verona's stunning bad-ass look of 1995 ---
1,And let's see what's behind door number one.
0,"You fucking prick, we had a deal--you said you wouldn't fuck me and I wouldn't fuck you until we had this fuck out of the fucking picture. You crossed the line, man."
0,Make time? Is everybody in this town on drugs?
0,I like your hair.
0,Don't let 'em in your mouths!
0,Come to see the show?
0,A man tires of being executed.
1,The guy was a total fruitcake.
1,"We go out, we find those damn snake things, we make 'em extinct."
0,Is there someone in the room with us?
1,In front of them?
0,"What, are you waiting for him to chop me up and feed me to the poor?"
0,Did you ever pick your teeth up with broken fingers?
1,I can't stand it.
0,founder of the militant wing of the Salvation Army. Random Task...
0,"You let her go, you fat fucking asshole, or I'm gonna splatter your ugly face all over this nice car."
0,Christ. I think I shit my pants.
1,Army of bad guys.
0,"On a long enough time line, the survival rate for everyone drops to zero."
1,"Jesus, Jim -- if we don't make it -- if we miss the REMO..."
0,You can swallow a pint of blood before you get sick.
0,"I don't know who he is. But he's burned, he wears a weird hat, a red and yellow sweater, real dirty, and he uses some sort of knifes he's got made into a sort of... glove. Like giant fingernails."
0,"Well, you tell Her Majesty from me, if her husband was here now, he'd have had her out of that house and getting some air in her.  What the hell's the point in me being here otherwise?!"
1,How much would it cost to retain the best family lawyer in the country and regain custody of your daughter?
0,That was either the creepiest... or the sweetest thing I've ever heard.
1,"Sam, I can only account for what occurs on the base."
0,Go ahead. Jump right on into my nightmare. The water's warm.
0,"Don't mess with me, pork chop. What day is this?"
1,I'm a friend of Penny Lane's.
0,"Don't blow smoke up my ass, you'll ruin my autopsy."
0,LOOK AT THE GOD DAMN BIRDS!!!
0,"So, ""shaved"" is the expression?"
1,That it's about to go wrong.
1,"Now I'm gonna take a wild guess here: you're Brett, right?"
1,I have therefore classified him a hostage of the war criminal known as Nero.
1,"I mean, he knew we didn't hand off his briefcase, but he never asked for it back."
0,Sam. You've got to be firm on this.
1,And this is where we got the job.
0,"Ahhhhhhh. There are some mistakes you cannot risk when you have kids...Please, are you ready to go?"
1,"After Lewton, you should've been next."
0,"""I reject the basic assumptions of civilization, including material possession."""
1,I knew a man once who got this sick.
0,"Yeah, I have that effect on people."
1,"If I don't see it in front of me, you're right."
0,This isn't how I die.
0,Hey. When we get back? We really will have to try this in the sim.
1,"We catch the races, maybe a nightclub -- I'm dreamin', huh?"
0,Where do you think you're going?
1,You sure as shit did!
1,We gonna have a meeting or what?
0,"John, please don't --"
0,Jesus. Can't you people keep anything locked up?
0,"Have a nice stroll, asshole."
0,It can't rain all the time.
0,I certainly admire people who do things. I'm Bruno Anthony. Bruno. See Guy looks up. Bruno indicates his gold tie pin which bears his name in cut- out letters. Guy looks at it with the faintest expression of disdain. I suppose you think it's corny. But my mother gave it to me so of course I wear it to please her.
0,"We did your mom a favor, Sid. The woman was a slut bag whore who flashed her shit all over town like she was Sharon Stone or something."
1,She is curious about this little transaction.
0,I hope you don't screw like you type.
1,"We've been after this cocksucker for a long time, and tonight we're gonna get him."
1,I guess that's about all they're worth.
0,"You know, normally a patient wouldn't smoke or drink during a session."
1,"Her skin isn't as oily as yours, either."
0,Never fear. Smith is here.
1,Where I come from there is no T.P.
1,Would I like to get her on a slow elevator to China.
0,"Holy shit! We just pissed off the Incredible Hulk, his idiot half brother and two circus clowns."
0,So you want me to tell you the story of my life...
0,"But with all the attention the newspapers and television have given you, you'd think that you were the pope or something."
1,I think you're looking at him.
0,I should warn you... I've always been attracted to older women...
1,You are now a member of the Legion of Courage!
0,Enough ... ... of this ... ... Michael Myers ... ... shit!
1,There appears to be a contusion under the ring finger of her left hand.
0,"Kirill, a vor doesn't kill little babies."
0,You're ten seconds away from the most embarrassing moment in your life.
1,A piece of corporate art...
1,Are you going to read Grandpa's new book?
0,Even if that guy was charming and funny I still wouldn't like him.
0,Try not to steal anything on the way out.
0,"Not even for a million dollars, Mr. Price."
1,And you skipped kindergarten because I taught it to you when you were four.
0,"You amuse me, Roy. But I'm the only woman in America born after World War II who thinks astrology is a crock of shit. Now let's see if the Big Dog'll eat."
0,"Well? Who's a boy gonna talk to, if not his mother?"
1,"In the dream, she was standing in a room."
0,My inner child needs spanking.
1,What are you going to do?
0,It's got to be the uniform.
0,I didn't know you were funny.
1,Their fate was sealed the moment Santiago died.
0,"I've always believed if done right, armed robbery doesn't have to be a totally unpleasant experience."
0,Meanwhile whatever you do don't fall asleep. Midnight.
1,This is one of seventeen original drawings by Fritz Champion remaining in the world.
0,I ain't getting him no fuckin' bagel.
1,"Oh yeah, that's... that's really working for me..."
1,"Your dad has gone too far, Kirill."
0,"And tell me, Mr. Anderson, what good is a phone call iy you are unable to speak?"
0,Repo man's always intense. Come on let's go get a drink.
0,Yeah. What's wrong with being fat.
0,Hey!  The van's on fire!
0,Zero isn't interested in your life story. Who gets killed?
1,I let the sex go out of our marriage!
1,I like your little outfit.
0,They've found something... small pieces.
1,I know .. ain't it a shame ..
0,Oh... it looks like we got us a cowboy.
0,"Just remember that when you sign for the tip. They're paying for it, so don't be shy."
1,I am trained in the Vulcan martial art of Suus Mahna.
1,And you can't contact Starfleet.
0,What about me and the first Mrs. Dietrichson?
0,"You are fearless in a way, I shall never know."
0,"If I don't ask him, at least I won't be disobeying him."
1,I'm supposed to install a firewall on his system-
1,I'd be monarch of all I survey....
0,What's that? I know that laugh.
1,"I would stay still, if I were you."
0,"I don't think this is the lightning you are looking for. Drew's a good man. I know I didn't seem to be completely in his corner before, but I've come to appreciate --"
1,Make your kid a orphan before he's born.
0,My tremendous intuitive sense of the female creature informs me that you are troubled.
0,"You Klingons never do anything small, do you..."
1,I know it was you.
1,The climax comes at a higher cost; you must sit on my lap.
0,"I can't get over you two. She was asking about you earlier, Rick, in a way that made me extremely jealous."
1,"Well, I don't think that store dick is gonna want this."
1,Do you think he meant the Camargue?
1,"You were chillin', kind of creepy even."
1,"As long as you have that, they know where you are."
1,We've got to find out which cell this princess of yours is in.
0,"Boy, we sure went down the toilet on that ugly bitch. If we were Japs, we'd have to stay with our aircraft."
1,"I'm upset, Maria."
1,"Parker, we have to talk, like rational people."
0,"Alright, asleep or awake, I'm gonna punch his ticket in."
0,"I quite understand. Madam, you are addressing a man who is quiet -- and yet not quiet, if I may offer a riddle..."
0,"I'll torture you so slowly you'll think it's a career! I'll kill your family, your friends, and the bitch you took to the Prom!"
0,"You are even better live than on laserdisc.  Oh, and the joyjoy way you paused to make a glib witticism before doing battle with that strangely-weaponed Scrap it was so, so..."
0,I am Ard - supreme leader of the revolution and the next ruler of the world.
0,Does it make any sense to you?
1,What's that supposed to mean?
1,You should be going instead of me.
0,Only bad witches are ugly.
1,The book's a jumping off point.
0,Any faster and it'll turn into a flying Cuisinart and dice us into oblivion....
0,"You'd make a great poker player, kid."
1,So why did you need the Addam's Family mansion for a scientific test?
0,How did your uneducated kind ever take Jerusalem?
0,"Thank you, for summing that up. They reach the doorway."
0,"Sucking the marrow out of life doesn't mean choking on the bone. Sure there's a time for daring and there's a time for caution, and a wise man understands which is called for."
1,"Wish I could, Gordy."
0,Cop couldn't find his dick two hands and a map.  Anyone talks to this guy's an asshole...
0,"Miss Winston, everyone has their secret faces ..."
1,"The ""now I get to go out and buy the exact same stuff all over again"" list."
1,No one's forcing you to listen.
1,We're different parts of a lot of different people.
1,Do what you want with it.
1,"Well in my book, you either do it right or you get eliminated."
1,They had a very popular series together.
1,I was a warrior who dreamed he could bring peace.
1,Bash the door in!
1,"This is the biggest dhobi ghat in the whole of India, Mister David."
1,They may be attracted to heat and light.
1,"And not in a misplaced affection, puppy-dog way, although I'm sure that's what you'll call it."
1,"Well, I may have knocked her together, but the idea was Mr. Ismay's."
1,And the Matrix died with him.
1,And Juno's not going to be a ma.
1,"Oh, that is so sweet."
0,"I'm sorry we were gone so long, Val, but we had to go and pick up Hank."
0,I came here to rob you--but unfortunately I fell in love with you.  Mariette!
0,"I will not touch the white man's poison: his drugs, his liquor, his carrion, his women."
0,Kids!  Always a disappointment.
1,Is there a letter for me?
1,"Then call this number -- 555-7617: tell the man ""blue horseshoe loves Anacott Steel..."" You scored, Buddy!"
1,Why don't you come back with me?
0,"For example, I made love to your mother about half an hour ago and now I'm beginning to think that maybe it wasn't such a good idea."
0,"Yes, I consider myself a nerd. And this movie has uplifted me. There's this one scene where a nerd grabs the microphone during a pep rally and announces that he is a nerd and that he is proud of it and stands up for the rights of other nerds. Then, he asks the kids at the pep rally who think they are nerds to come forward... So nearly everyone in the place does. That's the way the movie ends."
1,I hear that make-up sex is the best kind.
1,Which is why I called them.
1,I know we're kin!
1,"Human beings are a disease, a cancer of this planet."
1,I want to kiss you there.
1,"'Dear Robert, I just wanted to tell you that me leaving has nothing to do with you."
1,"But, in here, in everyone, there's the squint of a five-day headache."
1,He's a real cheerful little critter once he warms up to ya.
1,Something I admired about your dad... he didn't believe in no-win scenarios.
1,Get the wounded on horses.
0,Father. You sure she's the Supreme Being?
0,"If the number's in there, I'll find it."
0,"If you was worth breaking my fingers on, I'd tear your face wide open."
1,"Excuse me, but my wife thinks she left a bag of beach towels in the fitting room?"
0,This is not the Queen I love and serve.
1,"Hell, I don't mind driving her at night."
0,I'm coming. Keep your pantyhose on.
0,"I told you I'd kill you, you son of a bitch!"
1,"So, whenever you feel like dying, feel free to visit."
0,Let's not drag the Constitution into this.
0,The guy can turn out a hinge in less than a minute? Why the long story?
0,"This syrup you're giving out, Sidney, you pour over waffles, not J.J. Hunsecker! What do you mean that lousy kid will give up my sister?"
1,"They pay cops for the inside scoop, and they pay well."
1,Nobody lies in naked in a field in New York..It's...it's too Midwestern.
1,and every time it scared the hell out of me.
0,She's been the weak tit on this mama cat since the beginning.
1,This is my type of chick.
0,"Look at my face, Cole."
0,These high-rise gigs give me the creeps.
0,Good Lord - he's got a point.
1,The floor's on fire!
0,I like to think the last thing that went through his head...other than that bullet...was to wonder how the hell Andy Dufresne ever got the best of him.
1,I don't see nothin' like that here.
0,"God bless us, every one."
0,You ask me one more question and I'm beating the shit out of you!
1,The thing is Oscar...and this is important to learn early...life is sales.
0,"That was some real John Wayne shit, Sergeant. Nantz tries to shrug it away. But Martinez nails him."
0,Dear God... I don't know how to pray.
0,"I'm going to be as forthcoming as I can be, Mr. Anderson. You are here because we need your help."
0,"I'll paraphrase Thoreau -- ""Rather than love, than money, than fairness, give me truth."""
1,"He was shouting - I love you, Katharine, I love you so much."
0,Now that hurt the both of us.
1,"She goes woolly again, we're gonna have to put a bullet to her."
1,"""Jim,"" I says, ""You are a liar and a horse thief."
0,I'm going to work out.
0,Mrs. Richards. ... I'll never forget this night as long as I live. And I'll never forget you for making it possible.
1,"I made me a promise to Bubba in Vietnam, that as soon as the war was over, we'd go in partners."
0,"You've already stolen my heart, as well as another more prominent organ, south of the Equator..."
1,"Oh, I told you it was dangerous here."
1,The People call it Toruk.
1,"No need for any noise, let Pete sleep on."
0,"I don't want to kill you, and you don't want to be dead. Drop your guns."
0,You be careful out among them English.
0,"All right, brother. Then you can go to some nice warm place, and I don't mean California."
1,Tell him the lady who saved his life wants to speak to him.
1,"Well, right now my address is the RMS Titanic."
0,"It was that night I discovered that most things you consider evil or wicked are simply lonely, and lacking in the social niceties."
1,"Here she stopped and, closing her eyes, took a deep breath of the flower-scented air of the broad expanse around her."
1,I take shop...you must be a fuckin' idiot!
0,"O.K., time to put the women and children to bed, and go looking for dinner."
1,"When it came time to ensure the safety of our city, did the Mayor have a plan?"
1,Do we even get our same bunks back?
0,My mom would kill me if she knew I took the Rover.
1,"Also, we're heading right for the sun and can't seem to change course."
1,Do you wanna have sex?
1,You know we were headed for the Columbia River country before all this John Doe business came up.
0,The energizer's bypassed like a Christmas tree -- so don't give me too many bumps.
1,"That said, let's not get too stupid tonight, okay?"
0,"What I'm trying to say is, I've loved you since I was eleven and the shit won't go away."
1,You fucked my freedom for a lousy job.
0,Anybody want some pie?
1,"Never where you expect it, that's all I know."
1,How can a girl 'fuck' another girl!
1,I'm sure he's a better lover than I ever was.
1,Rumor has it they gave the sharecroppers of Maddox so much money they were able to build a school.
1,"Come on, I don't have time for this, just give me something ..."
0,"When they found Sepe in the meat truck, he was frozen so stiff it took them two days to thaw him out for the autopsy."
1,I was therefore by definition only partially frozen.
1,"Are you doing that on purpose, or can't you make up your mind?"
1,"Hari-kari to you and your balance, boy."
0,What if I was to tell you I wasn't getting older -- I was getting younger than everybody else...
0,Carol the waitress?
1,Whadda we gonna do about this?
0,What a clusterfuck. Only thing didn't show up was the Polish cavalry.
0,They don't wash cars on the parking levels.
1,I'm gonna tell you how I came down to Mississippi.
0,"Hey John y'ever eaten human flesh? When we get to New York, I know this chick..."
1,"I like Byron, I give him a 42, but I can't dance to it."
1,These are the first-born sons of Gotham City!
1,"Your mom's anniversary set him off and he went on a murder spree, killing everyone..."
1,"Come on, suck your finger, you'll be seeing mermaids everywhere!"
0,"Trust no one, Mr. Mulder."
1,With those things running around.
0,"WHO CARES WHAT PSYCHIATRISTS WRITE ON WALLS?  You think I told her about the Army of the 12 Monkeys?  Impossible!  Know why, you pathetically ineffectual and pusillanimous ""pretend-friend-to- animals""?!  I'll tell you why:  because when I had anything to do with her six years ago, there was no such thing -- I hadn't even thought of it yet!"
1,I went over to your place.
0,"""For now we see but through a glass darkly..."" He said he's a mirror."
1,"You don't know anything about Komako, now do you, Tim?"
0,Do you like the way I feel?
1,You'll be straight in a few hours.
0,"This ain't a picnic, bitch!"
1,"You're just golden, dude."
0,"You and that freak Disney, in love with the damn rats!"
0,Her pussy gets so wet you can't believe it.
1,"Father, will you please explain what's going on?"
1,"You mean like, strip strip?"
1,"Jane, you'd be out of your mind to go with him."
1,"Well, I guess that's the way life works, isn't it?"
1,Took her forever to find them.
1,"All right buddy, that's it..."
0,Quick! To the top of Mt. Wannahockaloogie!
1,Tell Father I'll be home.
0,A dog of the house of Capulet moves me!
1,And you could be... sort of like... a father figure to me....
0,"Everybody needs a hobby. Okay, look Page..."
0,What's your malfunction you fat fuckin' barrel of monkey-spunk?
1,What's the other name?
1,"Sixty thou a year, domestic."
0,We gonna jump or jerk off?
0,I'm not much on rear window ethics.
0,Reverse-Darwinism. Survival of the most idiotic.
1,That's why you sent for me?
0,"I'm sorry I called you a meat loaf, Jack."
1,Not home with your mother.
0,Thanks... but your mood swings are giving me whiplash.
1,You gonna stab me in the back like the piece of shit I always knew you were?
0,Pumpkin you're dating an asshole.
1,In the morning we'll plan our fight.
1,I'm going to Harvard.
1,This burg got a cathouse?
1,But they didn't put me in prison.
0,Be not so long to speak. I lone to die!
0,"Everybody needs to take a walk to the dark end of the street sometime, it's what we are. But now the risks are outa line. The streets are a war zone. And sex can kill you. So you slip on the trodes, you get what you need and it keeps you from jumping your tracks."
1,I know one thing.
0,"The things you own, they end up owning you."
1,"Hey, I don't want to hear your fucking war stories..."
0,Sorry I had a fight in the middle of your Black Panther party.
0,Your lips would make a lollipop too happy.
1,"""I'll be out there cheering for you."
0,"If your memory was as long as your dick, you'd be in good shape. How long since you almost went to jail for this shit?"
0,If you touch me again... I'll kill you.
0,One likes to live simply.
0,"""Exciting"" is hardly the word I would use."
0,Someone needs to teach this hunk of metal a few manners.
0,I hear a train coming. Drink.
1,"What's this all about, Tyler?"
0,"Joey, have you ever been in a Turkish prison?"
1,I was trying to keep you out of this.
1,"She's a good woman, Louise."
0,"Goddammit, Mac! Get that pig unfucked and get it in the treeline!"
1,He saw me in a bar with another woman.
0,"I guess sometimes the past just catches up with you, whether you want it to or not. It's silly."
0,Lieutenant John. J. Dunbar. This is my post.
1,"What, and leave it all here?"
1,I'm too much of a cynic.
1,Sometimes it can be pretty hard to locate.
1,"You didn't straighten the place up, did you?"
1,You know what I do - I connect.
1,Did Carl Padgett buy something you wanted?
0,Last one to kill a bad guy buys the beer.
0,"Mr. Chang, if you don't mind, I think I'll go on being amazed - in moderation, of course."
0,"Bet on me, dude. Bet on me like I bet on you."
1,Of course it was folk songs and protest songs back then.
1,We are currently obtaining the...ignition sticks.
1,I've got some questions for you but they can wait.
0,Those guys are about a much fun as a tax audit.
1,I don't think prison's so bad you don't want to remember it...
1,"And, well, we was like family... Jenny and me."
0,I see you managed to get your shirt off.
1,"We got tactical smart-missles, phased-plasma pulse-rifles, RPG's."
0,Never trust a fucking angel.
0,And here I've made you all hot and sweaty.
1,"pardon me, it's important --"
1,You're holding me too tight.
1,I am... captain of a ship.
1,You know what I got for Christmas this year?
1,Brake linings that fail after a thousand miles.
0,Forget it. I'11 probably shit blood tonight.
0,I was at the Battle of Georgetown. I watched the White House burn to the ground. Don't try to sell me on any restored U.S...
1,"It's a totally normal, average neighborhood!"
0,"Uuummmm, that's a tasty burger. Vince, you ever try a Big Kahuna Burger?"
1,"Five, six years from now I'll be in town to collect an award representing the surge in foreign coverage by local stations."
0,"Small moves, Captain, small moves."
0,"Eta Kooram Nah Smech! And River drops to the ground, fast asleep. There is a beat. Mal looks around the bar. He and Simon, who has run up to the entrance, are the only ones standing. He looks down at River. She lies unconscious, helpless."
1,That's what the other man said.
0,The two basic items necessary to sustain life are sunshine and coconut milk. That's a known fact. If I can find the goddam hole the milk squirts out.
1,We are here for your protection and safety.
0,"I mean, what's the point of living in L.A. if you're not in the movie business?"
1,A man's life can only grow to a certain size in a place like this.
1,I'm a hunka-hunka burninnnnn' love!
1,That traitor d'Artagnan... knows about this place.
1,"Intimidate me, bully me if it makes you feel big."
0,"My name's Pitt, and you ain't talkin' your ass outta this shit."
1,"I invited it, a release from the pain of living..."
1,"I thought you know... maybe seeing you, some friends, my house... of course now a 7-11--"
0,"The day you open a '61 Cheval Blanc, that's the special occasion."
1,"God damn, we're in New York!"
0,We're not so different as you might think. I was abandoned repeatedly as a child. My mama'd drag me along to some new town so she could take up with another man she'd met. Night after night she'd lock me in the hotel room -- Mama'd turn the latch and tell the staff not to let me out no matter what. I was terrified -- I'd scream my head off -- till finally I'd collapse on the carpet next to the door and fall asleep. After years of this she just left me with relatives in Alabama.
1,She brings you good news.
0,I have a job for you and I don't have much time.
0,It's a little box that you buy on the installment plan and before you tune it in they tell you they have a new model.
1,I hope that hurt.
1,"If I just peel the skin off, it'll be perfect."
0,Cut it out butt-hole!
0,"Next time, learn how to work the safety with your punk ass. Now where's my no good, no back-up partner?"
0,Wouldn't it be great if wars could be fought just by the assholes who started them? We could settle this thing right here. You and me.
1,Loneliness has followed me all my life.
1,We have to make it down to the bottom.
0,Michael? Why are the drapes open?
1,"Oh dear, I feel like doing a bit of work."
0,Don't tease me. You know what I do for a living.
1,"I don't mean any disrespect, sir, but you'd be better off just letting me go."
1,"I've travelled from Tennessee to Timbuktu, and if there's one thing people have in common, is we could all use a hand around the house."
1,"The two hours after school and before The Rockford Files, three days in a row."
0,Get your big butt back in that house!
0,"Hey, if you live another week I'll be impressed."
1,"Let's try a little harder, shall we?"
0,"Damn you, Jack Spar-row!"
1,"Okay, I'll just sleep but stay awake, okay?"
1,I'd like to check the cable modem first.
1,Do we seek out things to covet?
1,And his friend.
1,I have some cold duck on ice for the occasion.
1,Six hundred years before the Crusades.
0,"After fight club, everything else in your life gets the volume turned down. You can deal with anything."
0,"Well now H.I., looks like you been up to the devil's bidnis!"
0,Daddy got a safe?
0,As much as Mother Miriam does?
1,Don't read it - sign it!
1,"And then, as if a curtain had been pulled back from the sky..."
0,Princess Fiona.
1,"No fire, I beg you."
1,"Yes, I gathered as much."
0,"I love you, Will, beyond poetry."
0,We don't negotiate with terrorists. There are other options.
0,"Jesus, here I am, sitting in the center of a lot of wealth, the escalation in crime couldn't be better, and I'm not turning a damn nickel on it..."
0,You've gotta be kidding me.
1,"Once that's gone, ain't nothin' can stop him."
1,Everybody cares for youth but nobody cares about Joey Blow.
1,They keep you under drugs out there with armed guards...
0,I figure my only hope is that the big Lebowski kills me before the Germans can cut my dick off.
0,"Five minutes, Dr. Jones..."
1,I could send five hundred men against that thing and they'd all come back in body bags.
0,What am I going to do with forty subscriptions to Vibe ?
0,I'm kind of lonely these days.
0,"You're a sick fuck, Fink."
1,"See, it's all how you look at it."
1,The air is so close in here.
0,You have exactly ten seconds to change that disgusting look of pity into one of enormous respect.  One ... Two ...
1,One bunch of keys on white metal ring.
0,"It is difficult to answer if you do not understand the question.  Mr. President, perhaps you should transmit a planet distress signal, while we still have time."
1,"She tries to blow up a computer factory, but she got shot and arrested."
1,We ain't gonna bring Nike to their knees with some regional camel ad --
0,Hah! Stop your grinnin' and drop your linen! Found 'em.
1,I'm thinking of it.
0,Percy met your mouse.
1,Do you know how lucky we are to have found each other?
0,One thing's for sure. We're all going to be a lot thinner!  Get on top of it!
1,I already saw it once.
1,"They'll make up some time, once they get through that and reach the Pleural Cavity."
1,We could drive all night and be on that golf course tomorrow morning!
0,"Easy, Bill. You'll give yourself a heart attack and ruin my vacation."
0,I'm just yankin' your chain!
0,I DON'T WANT TO NEED YOU!
1,"And not that anybody's using you, but -"
0,"Watch this for me, big buns."
0,Maybe some labels are best left in the closet...
1,I believe you gentlemen are the polar opposites of a moral dilemma and I'm stuck in the middle.
0,"I have been known, on occasion, to howl at the moon. D'you understand that?"
0,Hush! And shush! For the Beldam might be listening!
0,"You run the job, but I run the show. You got two weeks to set it up."
1,"Put it this way, God made up for what he did to Gumby with Ted here."
1,Not everything your father says is a complete fabrication.
0,That's a lot of fish.
0,Signs and wonders. But I think once you stop hearin' sir and madam the rest is soon to follow.
0,Because I loathe and detest bananas.
0,She has found love again. With Christop Crane.
1,I don't care so long as he's not a freak.
0,"Oh, I don't care how rich he is -- as long as he has a yacht and his own private railroad car and his own toothpaste."
1,My grandfather snared a shitload of them in W.W. Two.
0,It's rude to talk about religion. You never know who you're going to offend.
0,Does that make you horny?
1,Please don't cry.
0,I swear I will not kill anyone.
1,The east side is always faster.
1,But you... what on earth were You thinking about?
0,I say it here -- it comes out there.
0,Do you think maybe he's compensating for something? groans as Donkey doesn't get the joke. He continues walking through the parking
0,If he gets a word in it'll be a major Italian victory.
1,Maybe cause I repped him here.
0,"You wanted to see me, your joggingness?"
0,Hey. They got a shitload of cookies.
0,"Oh, it's alright. It's always impressive to see a man feeding off his emotions."
0,"Now that, my friend, is a.. ...shared moment"
1,"A month ago, he ate my sandwich."
0,I'm ready to communicate with you now.
